nb_people,total_electric,switched_to_electric,total_relocations
30319,1996,590,201
30679,2600,600,201
31039,3208,600,201
31399,3811,600,201
31759,4416,600,201
32119,5025,600,201
32479,5630,600,201
32839,6236,600,201
33199,6840,600,201
33559,7446,600,216
33919,8053,600,265
34322,8660,599,345
34742,9252,584,450
35162,9821,567,551
35582,10374,544,653
36002,10912,533,666
36422,11441,523,676
